wrinkles_severity,acne_severity,dark_circle_severity,pigmentation,skin_type,skin_tone,redness,dark_spots,product_recommendation
9,3,3,7,dry,FAIR,5,6,"['sunscreen', 'moisturizer', 'serum']"
10,8,2,10,dry,medum,1,2,
,8,9,4,omnlar,brown,7,,['toner']
6,8,3,9,sensitive,dark,2,8,"['toner', 'facewash', 'sunscreen']"
7,6,0,1,NORML, Dkar,8,4,['serum']
0,8,0,7,norml,olive,4,10,face wash
,0,1,6,normal,brown,1,,['serum']
10,8,4,2,combination,brown,10,5,face wash
,9,10,9,,olive,10,7,"['toner', 'facewash', 'sunscreen']"
2,10,3,,Dry,fair,3,1,"['toner', 'facewash', 'moisturizer']"
,3,3,7,DRY,medium,5,5,['moisturizer']
10,8,3,8,combination,,,10,['serum']
8,0,6,5,OILY,olive,6,8,['toner']
9,3,8,2,olnram,FAIR,,10,['serum']
10,8,0,4,, Dark,9,4,"['toner', 'facewash', 'serum']"
0,0,2,8,sensitive,brown,6,5,['sunscreen']
8,3,3,2,OILY,medium,4,4,['serum']
9,6,6,5,iloy, Dark,,6,['serum']
1,,6,1, COMBINATION,fair,9,1,['facewash']
5,10,6,8,normal,  Dark ,3,7,"['toner', 'facewash', 'sunscreen']"
9,1,5,3,norml,,7,8,['serum']
1,6,6,7,Dry,medium,4,10,"['sunscreen', 'moisturizer']"
2,0,3,2,OILY,medum,1,5,['moisturizer']
6,9,6,7,OILY, Dark,,10,"['toner', 'facewash', 'sunscreen']"
9,5,5,9,oily,fair,0,1,"['sunscreen', 'serum']"
8,7,3,, dry ,medium,1,4,"['toner', 'facewash', 'moisturizer', 'serum']"
1,4,,6,Dry, olive ,8,2,['moisturizer']
3,8,7,6,  COMBINATION , Dark,7,8,
,4,8,6,OILY,  Dark ,3,5,['sunscreen']
10,0,0,8,NORML,dark,,0,['serum']
10,1,3,0,,olive,1,4,serumm
7,,5,3,,BROWN,,2,moistrzr
5,5,4,5,OILY,brown,10,5,['moisturizer']
0,5,4,7,sensitive,olive,,5,['sunscreen']
9,3,2,9, COMBINATION,medium,0,6,face wash
4,3,8,6, combination , brown ,9,7,['serum']
3,9,9,7,Dry,fair,3,0,moistrzr
10,,0,2,OILY,FAIR,,2,['serum']
7,4,2,4,dry,medum,4,7,"['moisturizer', 'serum']"
8,5,9,2,sensitive,brown,1,10,['serum']
2,8,6,10,normal,FAIR,,8,['facewash']
5,7,9,10,,FAIR,,2,moistrzr
6,8,1,6,sensitive,dark,4,7,
3,0,10,9,  COMBINATION ,FAIR,7,5,['moisturizer']
7,2,7,7,Dry,medum,0,3,face wash
6,10,0,2,mnolr,fair,2,5,['sunscreen']
4,10,6,2,Dry,rwobn,,0,['moisturizer']
10,2,7,4,OILY,,2,7,['serum']
5,2,,,OILY,FAIR,5,,['serum']
6,10,7,5, COMBINATION,medium,10,4,"['toner', 'facewash']"
5,6,8,7,dry, FAIR ,4,6,"['sunscreen', 'moisturizer']"
7,0,7,10,norml,FRAI,6,10,"['sunscreen', 'serum']"
1,1,5,2,oily,,0,7,['toner']
6,3,0,1,dry,fair,8,3,['moisturizer']
2,7,3,6,norml,,4,4,['toner']
10,5,3,1,oily,fair,5,4,serumm
2,3,2,2,sensitive,medum,3,1,['serum']
3,,10,1,combination,dark,9,,face wash
9,4,6,10,oily,BROWN,3,,
5,9,3,5,Dry,,0,5,['moisturizer']
5,1,9,9,  COMBINATION ,,8,5,['serum']
10,6,1,1,,,1,9,['toner']
10,8,2,3,dry,fair,0,,"['moisturizer', 'serum']"
3,1,7,3,OILY,fair,2,2,['facewash']
5,5,,5,DRY,fair,7,7,['moisturizer']
8,0,9,7, COMBINATION, Dark,4,2,
10,,2,5, COMBINATION,brown,7,9,['serum']
1,8,4,4,sensitive,medum,0,5,['serum']
10,,4,6,normal,medium,6,3,['serum']
,9,7,1,  COMBINATION ,dark,0,5,['sunscreen']
10,,9,2,oily, Dark,6,7,['serum']
10,3,9,10, COMBINATION,FAIR,10,5,['serum']
10,10,1,7,dry,medum,5,10,face wash
8,10,5,5,normal, FAIR ,1,4,"['toner', 'facewash']"
8,0,3,9,,medum,9,2,
0,0,,0, COMBINATION,olive,1,10,['moisturizer']
4,1,3,8,norml,brown,2,,serumm
3,8,,,,FAIR,3,7,"['toner', 'facewash']"
3,1,3,1,OILY,FAIR,8,10,
7,8,3,0,dry,,2,,
0,10,,8,normal,  Dark ,7,4,serumm
10,,,8, dry ,FAIR,0,10,"['sunscreen', 'moisturizer', 'serum']"
,3,10,9, COMBINATION, dark ,0,5,['moisturizer']
3,3,0,4, COMBINATION,brown,,,['toner']
7,10,3,8, COMBINATION,brown,6,6,['sunscreen']
7,1,5,6,Dry,,,7,face wash
0,0,9,2,OILY,FAIR,5,6,['serum']
1,5,4,5,,dark,0,9,
6,7,6,8,OILY,,0,9,
8,10,10,2,sensitive,,1,5,['serum']
10,,3,3,OILY,brown,7,9,face wash
2,0,4,7,Dry,fair,2,1,"['sunscreen', 'moisturizer']"
,3,10,1,NORML,dark,7,10,['facewash']
9,8,,0,normal,FAIR,1,5,"['toner', 'facewash', 'serum']"
,6,1,7,sensitive, Dark,9,8,['sunscreen']
7,8,5,10,combination,medum,6,5,"['toner', 'facewash']"
6,,3,8,,,2,1,moistrzr
10,6,5,2,sensitive,medium,5,,['serum']
5,0,0,8, COMBINATION,dark,5,1,['sunscreen']
,0,10,1,combination,FAIR,7,4,['sunscreen']
6,6,1,3,OILY,ARIF,1,6,['moisturizer']
4,0,,5, oily ,OLIVE,3,,['facewash']
1,1,5,7,sensitive,medium,0,4,face wash
0,10,5,6,combination,fair,5,8,['serum']
,7,,10,normal,FAIR,6,4,"['toner', 'facewash']"
0,10,3,10,OILY, medium ,8,7,
2,1,10,8,oily, medium ,0,8,['sunscreen']
6,1,10,4,norml,brown,1,4,['toner']
6,4,1,10,,medium,4,9,['facewash']
5,4,1,5,combination,fair,5,1,['serum']
3,6,0,0,sensitive,brown,10,10,['moisturizer']
5,6,4,9, sensitive ,FAIR,7,10,
3,2,6,3,norml,MEDUM,0,10,['facewash']
7,4,7,7,combination,medium,4,7,"['sunscreen', 'serum']"
6,2,3,10,Dry,fair,6,3,moistrzr
5,1,,2,dry,olive,9,6,['moisturizer']
2,2,,9, COMBINATION,dark,5,0,['sunscreen']
5,7,,5, norml ,,5,,"['toner', 'facewash']"
1,6,7,9,oily,olive,5,4,serumm
3,0,8,10,combination,fair,9,3,['sunscreen']
1,3,10,4,,brown,,,['toner']
2,7,3,10,norml,medum,4,2,
10,4,8,10,OILY,brown,1,6,face wash
9,7,2,10,norml,FAIR,3,10,"['toner', 'facewash', 'serum', 'sunscreen']"
9,1,,8,norml,medium,2,8,"['sunscreen', 'serum']"
6,5,10,10, COMBINATION,,2,,
6,10,2,10,dry,FAIR,5,7,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
4,10,,2,Dry,fair,5,7,"['toner', 'facewash', 'moisturizer']"
,2,10,10,oily,dark,4,,['sunscreen']
9,9,2,10,OILY,brown,1,10,"['toner', 'facewash']"
7,6,8,3,oily,FAIR,2,9,['facewash']
4,10,0,4,combination,olive,2,,"['toner', 'facewash']"
,4,4,9,sensitive, Dark,,10,['sunscreen']
0,6,4,2,,medium,3,2,['facewash']
7,3,2,1,  COMBINATION ,FAIR,2,6,['facewash']
5,9,4,7,COMBINATION,medium,10,0,"['toner', 'facewash', 'sunscreen']"
2,1,1,10,combination,olive,0,4,['moisturizer']
4,2,8,5, COMBINATION,medum,9,5,
9,5,1,10, normal ,medium,9,9,face wash
,5,2,9,sensitive,MEDIUM,8,1,['serum']
6,2,5,4,Dry,medum,5,7,['moisturizer']
,1,7,0,insveiset,olive,1,9,face wash
0,4,7,1,OILY, medium ,3,3,['facewash']
10,,6,0,normal,olive,,2,['toner']
5,9,4,3,normal, fair ,8,,"['toner', 'facewash']"
8,0,6,9,,FAIR,,4,"['sunscreen', 'serum']"
0,7,4,5, COMBINATION,FAIR,6,9,['toner']
6,6,,6, normal ,FAIR,10,2,
4,,,7,norml,medum,6,6,moistrzr
,6,6,4,combination,fair,,3,serumm
,4,9,8,oily,MEDUM,10,5,['sunscreen']
7,8,3,6, COMBINATION, Dark,4,3,"['toner', 'facewash', 'serum']"
6,2,0,6,norml,medium,8,1,['moisturizer']
6,9,1,2,OILY,fair,9,9,"['toner', 'facewash']"
2,3,5,2, COMBINATION, Dark,8,,['sunscreen']
6,5,1,10,,arkD ,2,5,serumm
9,3,0,,normal,,2,7,['moisturizer']
10,3,10,0,normal,medium,7,,['serum']
5,0,9,9,combination,brown,5,,
9,9,2,1,,meudim,3,1,"['toner', 'facewash', 'serum']"
10,4,3,5,ibaoticonmn, brown ,6,1,face wash
,7,8,4,combination,brown,6,8,"['toner', 'facewash']"
0,7,9,9,oily,,8,8,"['toner', 'facewash', 'sunscreen']"
9,6,9,2,combination,,,1,['serum']
10,9,2,9,,,6,0,face wash
2,,10,3,oily,medium,2,5,serumm
,3,8,10,, medium ,5,8,['sunscreen']
10,9,,1,Dry, fair ,,3,"['toner', 'facewash', 'moisturizer', 'serum']"
1,4,2,5,normal,medium,,7,
3,3,4,5,oily,medum,,6,['facewash']
5,6,8,3,norml,medium,9,0,['moisturizer']
8,6,3,9,dry,brown,7,6,"['sunscreen', 'moisturizer', 'serum']"
1,0,8,6,oily,brown,9,0,['moisturizer']
3,4,4,4,norml,medum,,2,['serum']
4,3,4,,OILY,FAIR,4,7,['facewash']
7,,4,3,oily, dark ,4,7,['serum']
3,4,6,2,Dry,iummed,5,8,
10,,3,5,sensitive,udmme,5,2,moistrzr
0,2,7,7,Dry,FAIR,5,6,"['sunscreen', 'moisturizer']"
1,8,2,1, COMBINATION, brown ,4,0,face wash
4,9,3,5,combination,olive,4,8,serumm
,7,1,2, Dry ,,,2,['moisturizer']
5,6,6,6,OILY,medium,2,0,['toner']
5,2,2,2,combination,,,3,['serum']
4,2,9,0,dry,fair,3,0,
,10,6,6,,fair,3,4,moistrzr
9,6,5,3, COMBINATION,  Dark ,3,1,
9,,3,4,combination,medium,3,2,['serum']
10,1,3,10,OILY,fair,,0,"['sunscreen', 'serum']"
0,5,,10,iaitcmnnboo,OLIVE,3,0,
6,3,2,6, OILY ,medum,1,9,['facewash']
0,10,3,7,dry,brown,5,8,"['sunscreen', 'moisturizer']"
0,,,4,oily,olive,5,,['moisturizer']
2,5,2,7,norml,r aDk,10,,['sunscreen']
,1,8,9, COMBINATION,dark,7,5,['sunscreen']
2,1,3,,, Dark,,8,
9,,6,5,normal,FAIR,2,3,moistrzr
1,6,,9,normal,FAIR,0,5,['sunscreen']
3,7,0,8,LYOI, Dark,5,1,
7,4,4,4,sensitive,rdka,6,6,['serum']
9,10,,9,oily,FAIR,1,7,"['toner', 'facewash', 'serum', 'sunscreen']"
0,1,10,6, COMBINATION, brown ,,10,['serum']
9,9,8,10,normal, medium ,8,2,"['toner', 'facewash', 'sunscreen']"
2,8,9,7,sensitive, Dark,0,5,"['toner', 'facewash']"
6,10,7,1,, brown ,0,3,"['toner', 'facewash']"
0,1,2,3,norml,medium,5,7,['sunscreen']
8,3,0,, COMBINATION,FAIR,4,8,['sunscreen']
5,4,,9,oily,brown,4,7,
10,0,4,0,combination,OLIVE,6,6,['serum']
9,7,,10, combination ,brown,8,7,"['toner', 'facewash', 'serum']"
7,2,9,3,normal, fair ,3,0,
5,1,8,0,OILY,medium,0,10,['serum']
9,10,5,0,Dry,dark,2,9,"['toner', 'facewash', 'moisturizer']"
1,10,8,4, normal ,drak,5,1,
7,5,10,7,,medium,7,0,"['sunscreen', 'serum']"
6,1,,7,SENSITIVE,olive,1,3,['sunscreen']
1,6,4,,yrd,dark,10,8,face wash
,10,7,,,fair,2,5,"['toner', 'facewash']"
10,6,9,7,OILY, brown ,2,6,['sunscreen']
7,9,5,3,dry,dark,5,8,['moisturizer']
2,1,4,6,,fair,2,4,['moisturizer']
,,6,1,normal,dark,10,,['serum']
1,2,4,6, OILY ,,5,6,['facewash']
10,5,0,4, COMBINATION,fair,0,6,['facewash']
3,,0,,norml,dark,3,2,['facewash']
0,,2,7,,MEDUM,8,4,
8,0,6,10,combination,olive,6,5,"['sunscreen', 'serum']"
3,10,8,2,, DARK,10,10,"['toner', 'facewash']"
0,1,2,1,normal,,5,6,face wash
4,4,6,5,COMBINATION,  Dark ,7,8,
1,1,0,6,NORMAL, brown ,10,3,['serum']
8,5,6,6,OILY,dark,7,,['serum']
2,,9,7,oily,medium,2,7,['sunscreen']
1,4,4,6,oily,olive,4,8,['serum']
2,8,0,2, normal ,brown,3,5,['serum']
,,6,7,normal, Dark,5,5,['sunscreen']
5,2,9,3,sensitive,olive,10,5,['serum']
6,2,3,5,NORMAL,dark,0,10,['serum']
6,10,0,10,normal,,9,10,"['toner', 'facewash', 'sunscreen']"
10,8,9,8, normal ,FAIR,10,8,['serum']
3,1,6,3,norml,,4,,['toner']
10,9,5,6,norml,meudm,2,,moistrzr
1,9,,0, OILY ,,1,2,"['toner', 'facewash']"
3,,3,9, COMBINATION,olive,2,,moistrzr
6,9,5,1, COMBINATION,FAIR,,2,"['toner', 'facewash']"
7,7,9,9, COMBINATION,brown,9,9,"['toner', 'facewash', 'serum', 'sunscreen']"
10,7,6,,combination,medum,0,,"['toner', 'facewash', 'serum']"
,7,0,2,normal,nrbwo,0,9,"['toner', 'facewash']"
8,6,7,8,,medium,2,9,['toner']
10,1,5,4,normal,FAIR,3,,['serum']
,2,1,8,oily,,7,3,['sunscreen']
5,2,10,7,norml, olive ,2,1,['sunscreen']
6,2,8,2,dry,FAIR,,1,['moisturizer']
8,0,2,10,OMICNIOBA NT,MEDUM,1,6,"['sunscreen', 'serum']"
4,7,1,7,sensitive, dark ,6,10,['sunscreen']
4,1,9,10,dry,  Dark ,6,9,
3,3,7,,,medum,,10,['sunscreen']
,4,5,7,OILY,dark,3,10,['sunscreen']
6,10,6,3,Dry,FAIR,0,2,"['toner', 'facewash', 'moisturizer']"
,2,4,, sensitive ,brown,0,4,['sunscreen']
1,3,5,8,combination,,9,5,serumm
9,10,1,7,,dark,4,8,"['toner', 'facewash', 'sunscreen']"
9,,3,0,sensitive,brown,,8,serumm
8,7,4,4,DRY,fair,9,5,serumm
0,8,4,6, COMBINATION,brown,10,,moistrzr
4,2,5,6, dry ,medum,3,8,['moisturizer']
10,3,10,9,norml,OLIVE,1,8,"['sunscreen', 'serum']"
3,3,9,0,Dyr,dark,1,2,['facewash']
6,8,4,3,OILY, FAIR ,1,6,"['toner', 'facewash']"
5,6,7,8,ITOM CIANONB,FAIR,9,4,serumm
10,4,3,10,OILY, medum ,2,6,['sunscreen']
4,6,1,8, oily , Dark,8,8,moistrzr
4,9,8,0,Dry,FAIR,1,9,
4,4,,7,combination, Dark,0,9,['sunscreen']
8,3,7,4,norml,BROWN,0,8,['facewash']
7,,10,3,Dry,medum,7,8,"['moisturizer', 'serum']"
6,3,6,5, sensitive ,fair,10,2,serumm
9,2,,4,dry,  Dark ,7,5,"['moisturizer', 'serum']"
7,6,1,, dry , dark ,,10,"['moisturizer', 'serum']"
4,10,7,4,combination,medum,4,5,"['toner', 'facewash']"
6,8,10,6,dry,FAIR,5,9,"['toner', 'facewash', 'moisturizer']"
,10,9,1,sensitive,fair,10,10,['facewash']
8,9,10,4,dry,RAFI,4,10,"['toner', 'facewash', 'moisturizer']"
2,2,0,10, sensitive ,medium,4,2,
10,1,10,8,dry,fair,9,5,"['sunscreen', 'moisturizer', 'serum']"
,6,8,8,OILY,brown,0,1,['sunscreen']
7,10,0,10,normal, FAIR ,10,2,"['toner', 'facewash', 'serum', 'sunscreen']"
,6,,4,OILY,brown,1,2,['facewash']
8,10,9,6,dry,FAIR,0,2,"['toner', 'facewash', 'moisturizer']"
,6,1,5,sensitive,brown,8,3,face wash
,1,,6,combination, Dark,3,6,['toner']
4,7,7,4,OILY,medium,6,10,['toner']
5,7,8,4,dry,FAIR,6,,
10,7,2,0,Dry,MEDIUM,5,7,"['toner', 'facewash', 'moisturizer', 'serum']"
10,2,0,2,DRY, brown ,4,10,
7,8,8,,sensitive,dark,,10,"['toner', 'facewash']"
4,2,4,1,oily, raDk,10,10,['sunscreen']
10,5,0,5, COMBINATION, medium ,4,,moistrzr
,5,10,6,COMBINATION,,9,4,['toner']
0,8,4,,dry, fair ,5,4,"['toner', 'facewash', 'moisturizer']"
0,1,3,7,sensitive,,4,6,['sunscreen']
1,,4,,sensitive,eiovl,,5,
3,7,2,9,oily, dark ,1,6,"['toner', 'facewash']"
3,3,9,8,CMNTNBOI IAO,FAIR,1,0,['sunscreen']
,,2,1,OILY,olive,3,1,
1,4,9,,norml,,7,8,
1,0,2,5,,brown,4,7,['sunscreen']
,1,8,3,norml, olive ,0,1,['toner']
10,5,4,6,oily,dark,8,,['serum']
5,1,6,1,OILY,FAIR,6,7,['facewash']
0,8,7,8,,,4,3,"['toner', 'facewash', 'sunscreen']"
0,8,3,3,combination,dkra,3,1,['moisturizer']
10,,1,7,OILY, Dark,6,10,['sunscreen']
,,1,1,oily,,0,5,serumm
5,0,10,0,combination,,5,10,face wash
5,,2,8,OILY,olive,5,0,['sunscreen']
2,0,2,, OILY ,fair,4,2,face wash
,7,6,1,sensitive,,9,9,['toner']
6,9,2,6,LIOY,,,1,"['toner', 'facewash']"
9,0,8,1,oily,olive,1,5,face wash
6,1,3,2,sensitive, Dark,4,8,['sunscreen']
1,4,7,,,fair,3,9,['toner']
7,2,3,10,yrD,medum,8,4,moistrzr
,10,1,8,,FAIR,7,6,['sunscreen']
8,4,4,10, OILY ,  Dark ,10,8,"['sunscreen', 'serum']"
,4,8,0, oily ,medium,,9,['moisturizer']
,7,2,7,  COMBINATION ,dark,4,,"['toner', 'facewash']"
8,,6,7,, Dark,,10,
,,3,9,normal,medum,0,4,moistrzr
7,9,5,4,Dry,medium,1,9,"['moisturizer', 'serum']"
4,9,,1,OILY,brown,2,3,"['toner', 'facewash']"
1,3,3,5,,fair,4,6,['moisturizer']
10,6,2,8,,dark,6,6,face wash
1,9,2,,dry,FAIR,5,3,serumm
3,0,5,7,OILY, medium ,7,7,['serum']
,9,5,4,OILY,dark,,3,
3,3,5,5,Dry,dark,4,10,['moisturizer']
10,8,7,9,  COMBINATION ,OLIVE,5,10,['serum']
,4,9,3, oily , dark ,5,3,['toner']
7,6,4,9,normal,eumimd,5,10,['serum']
6,1,8,,combination, brown ,7,4,face wash
2,1,1,2,,olive,0,,['sunscreen']
6,9,10,7,OILY, Dark,5,6,"['toner', 'facewash']"
0,0,8,4,dry,  Dark ,6,5,['moisturizer']
3,0,,9,combination,fair,,7,
10,0,1,7,OILY,dark,1,10,['serum']
9,8,2,2,,brown,5,2,['serum']
8,10,7,3,seviisnte,MEDIUM,5,7,"['toner', 'facewash', 'serum']"
3,4,6,7,sensitive,fair,6,7,face wash
3,0,5,4,sensitive,fair,10,3,serumm
1,0,8,1,dry,dark,8,5,['moisturizer']
5,1,5,2,combination,fair,6,9,
3,,4,9,rdy, olive ,2,0,['toner']
,3,9,9,OILY,medium,3,8,['sunscreen']
7,3,5,6,Dry,medium,9,7,"['moisturizer', 'serum']"
3,0,4,0,Dry,medium,,10,
3,6,6,0,dry,olive,8,1,['moisturizer']
4,,0,1, norml , Dark,6,5,['facewash']
5,5,6,9,OILY,dark,8,8,['sunscreen']
1,1,4,9,OILY,,6,2,['sunscreen']
2,3,,2,Dry, Dark,7,6,['moisturizer']
6,9,1,10, OILY ,medum,8,5,"['toner', 'facewash', 'sunscreen']"
2,8,8,5, COMBINATION,olive,9,5,"['toner', 'facewash']"
7,7,5,6,normal,FAIR,3,0,"['toner', 'facewash', 'serum']"
,7,7,1,oily,medium,6,0,"['toner', 'facewash']"
1,7,10,9, COMBINATION, Dark,3,2,moistrzr
1,10,5,3,combination,FAIR,2,,['toner']
9,2,7,8,OILY,DARK,,4,['sunscreen']
,9,4,0,OILY,dark,8,9,face wash
7,,1,1,OILY,fair,3,8,
8,7,10,4,stiesiven,FAIR,,8,"['toner', 'facewash', 'serum']"
2,3,1,8,normal,brown,6,5,['sunscreen']
4,6,2,4,SENSITIVE,olive,,4,['facewash']
6,10,9,10,sensitive,FAIR,6,8,face wash
2,7,4,6, COMBINATION,fair,0,,
3,,9,2,dry,FAIR,5,2,['moisturizer']
4,10,0,2,dry, Dark,6,2,moistrzr
4,6,1,2,dry, Dark,3,4,
8,8,3,, COMBINATION,IRFA,3,1,"['toner', 'facewash', 'serum']"
9,0,6,,,olive,7,7,moistrzr
7,5,8,3,combination,iolve,4,3,
4,1,4,9, COMBINATION,dark,7,8,['sunscreen']
6,6,,1,Dry,medum,9,10,['moisturizer']
9,8,4,,SENSITIVE, Dark,0,4,
5,9,10,1,, FAIR ,6,3,['serum']
4,2,4,3,OILY,,9,,['toner']
,2,9,0,NORML,MEDUM,6,8,['moisturizer']
1,6,2,4,dry,medum,5,7,['moisturizer']
,1,2,7, COMBINATION,,6,5,
4,,4,0,Dry,medum,5,8,['moisturizer']
7,9,0,10,,ifar,5,2,
5,,5,7,sensitive, medum ,,5,['sunscreen']
6,10,9,10,sensitive,FAIR,,7,"['toner', 'facewash']"
3,6,0,8,,dark,9,8,['moisturizer']
6,,1,9,IONAINCMOT B,medum,9,6,moistrzr
0,2,5,4,dry,medium,4,8,serumm
5,2,1,8,norml,,9,3,['moisturizer']
10,4,,4, combination ,olive,6,1,['moisturizer']
1,3,,1,OILY,medum,,6,['sunscreen']
0,8,9,5,sensitive,dark,10,0,moistrzr
,5,4,4,norml,fair,4,3,['toner']
6,,3,1,dry,fair,1,1,
6,3,3,0,norml,FAIR,3,5,['moisturizer']
1,3,10,,COMBINATION, Dark,8,1,
7,5,7,1,dry,,10,0,"['moisturizer', 'serum']"
6,8,,1,Dry,OLIVE,3,0,"['toner', 'facewash', 'moisturizer']"
10,6,1,3,SENSITIVE,dark,,0,['toner']
,,1,3,norml,aifr,10,2,['toner']
2,2,10,,normal,MEDUM,0,0,['toner']
6,4,2,8,NORMAL,medium,4,9,
2,8,0,8,dry,DARK,4,5,
1,,2,0,,olive,6,2,face wash
3,4,0,10,,olive,10,8,
,1,0,10,normal, DARK,1,2,['toner']
2,7,4,8,combination,brown,2,5,"['toner', 'facewash']"
3,7,0,3,,brown,6,8,
0,7,1,3, sensitive ,,3,7,"['toner', 'facewash']"
10,1,6,2,,FAIR,8,4,['moisturizer']
7,4,,, normal ,medium,9,10,face wash
6,3,6,4,,olive,9,8,['facewash']
1,3,5,10,combination,olive,,0,['sunscreen']
,8,2,3,OILY,brown,3,9,
7,5,1,3,oily,FAIR,,2,face wash
,7,2,4, COMBINATION,brown,0,3,"['toner', 'facewash']"
,3,4,2, COMBINATION, Dark,5,1,serumm
,3,4,8,oily, olive ,5,6,['serum']
10,7,8,4,sensitive,medum,7,1,['serum']
9,8,1,4, norml , brown ,5,3,serumm
7,9,2,10,,dark,4,1,"['sunscreen', 'serum']"
2,7,10,4,,MEDUM,2,4,"['toner', 'facewash']"
8,2,9,6, COMBINATION,FAIR,7,4,moistrzr
2,10,5,2,NICOTA BNIOM,medium,8,1,['serum']
2,6,9,7, Dry ,medium,4,4,"['sunscreen', 'moisturizer']"
4,3,8,5, COMBINATION,BROWN,,7,
4,8,1,,dry,dark,2,6,['moisturizer']
8,10,4,10,NORML,,7,3,moistrzr
0,0,,7,Dry,eumimd,9,1,face wash
10,3,2,8,Dry,dark,2,10,['moisturizer']
7,6,0,7,lrnom,olive,8,7,['serum']
9,9,,10, OILY ,olive,10,6,"['toner', 'facewash', 'serum', 'sunscreen']"
8,4,1,7,ctnooinmiab, olive ,8,6,"['sunscreen', 'serum']"
4,7,5,, COMBINATION, Dark,0,5,serumm
7,2,6,6,OILY,FAIR,8,0,['facewash']
4,7,2,4,Dry,olive,,8,"['toner', 'facewash', 'moisturizer']"
3,4,2,1,sensitive,medum,,10,['serum']
4,10,9,2,sensitive, Dark,1,9,serumm
,9,5,2,normal,,8,0,['facewash']
2,0,6,1, sensitive ,brown,10,,['facewash']
3,3,7,10,dry, brown ,3,2,"['sunscreen', 'moisturizer']"
9,2,4,5,norml,medum,6,4,['sunscreen']
6,3,4,5,rnmlo, Dark,8,5,['toner']
9,10,0,10,dry, brown ,6,10,"['facewash', 'serum', 'toner', 'sunscreen', 'moisturizer']"
10,2,5,1,,olive,6,0,['moisturizer']
1,8,8,6,DRY,BROWN,1,4,"['toner', 'facewash', 'moisturizer']"
3,1,1,9,dry,fair,7,4,serumm
7,,1,10,Dry,,10,,"['sunscreen', 'moisturizer', 'serum']"
10,9,7,7,normal, DARK,2,0,"['toner', 'facewash', 'sunscreen']"
6,3,2,4,, Dark,5,0,['moisturizer']
8,5,2,0,norml,medum,8,1,moistrzr
9,5,,2,,MEDIUM,10,5,['sunscreen']
1,7,0,5,normal, brown ,0,8,['facewash']
,5,5,8,OILY, dark ,4,8,
,,1,1,dry,brown,0,9,['moisturizer']
2,0,5,10,  COMBINATION ,olive,6,8,['sunscreen']
6,3,3,7,normal,medium,3,0,['sunscreen']
8,2,0,8,norml, Dark,10,10,['serum']
9,9,4,8,Dry,,2,5,"['sunscreen', 'moisturizer', 'serum']"
10,10,6,4,oily,dark,7,9,serumm
5,5,6,7,, Dark,,6,['sunscreen']
8,0,0,6,NORMAL,BROWN,4,0,
0,1,10,,OILY,medium,8,2,moistrzr
8,5,9,5,norml,fair,6,9,['sunscreen']
10,7,10,,,,,5,"['toner', 'facewash', 'serum']"
5,10,,,Dry,memdu,10,7,moistrzr
6,9,9,,sensitive,MEDUM,2,9,
2,4,4,8,normal,olive,8,9,['sunscreen']
4,4,5,7, COMBINATION,MEDUM,5,10,['sunscreen']
5,,,3,norml,medium,9,9,['serum']
1,8,2,9,normal,  Dark ,,1,['sunscreen']
,3,10,1, oily ,olive,,6,['facewash']
6,0,0,,,olive,1,2,['sunscreen']
3,6,1,6,,dark,4,7,['moisturizer']
7,4,9,7, COMBINATION,medum,8,6,['sunscreen']
5,6,6,2,yilo, brown ,5,5,serumm
10,8,0,6,yoli,FAIR,0,9,
3,,5,5, dry , medum ,4,10,['moisturizer']
6,,5,9,OILY,brown,6,8,['sunscreen']
,5,2,0,Dry,brown,9,8,
6,2,9,8, COMBINATION,medum,2,,['sunscreen']
6,1,9,6, COMBINATION, Dark,6,0,['moisturizer']
9,10,1,4,YOLI,dark,3,2,"['toner', 'facewash', 'serum']"
9,10,7,6,norml, Dark,8,2,"['toner', 'facewash', 'serum']"
9,0,8,8,Dry,fair,0,7,face wash
9,0,5,8, dry , Dark,2,,"['sunscreen', 'moisturizer', 'serum']"
2,10,4,10,oily,MEDUM,,10,"['toner', 'facewash', 'sunscreen']"
9,3,,6,Dry,fair,4,0,serumm
10,9,1,5,OILY,FAIR,8,6,"['toner', 'facewash', 'serum']"
3,1,3,4,combination,medum,1,0,serumm
3,10,5,0,  COMBINATION ,olive,0,,serumm
4,1,10,1,,,3,10,['serum']
1,3,10,5,OILY, Dark,6,5,['moisturizer']
3,9,2,3,normal,dark,4,3,"['toner', 'facewash']"
2,0,,10,dry, Dark,,5,"['sunscreen', 'moisturizer']"
3,0,9,6, COMBINATION,medum,8,5,['facewash']
5,8,3,4, COMBINATION,brown,4,,moistrzr
7,10,0,,oily,medium,10,9,
10,2,7,10,Dry,brown,8,,serumm
3,7,4,0,normal,BROWN,5,8,"['toner', 'facewash']"
8,10,0,3,,olive,0,6,['serum']
2,1,7,8,sensitive,ifar,6,5,['sunscreen']
9,10,5,8,,brown,4,4,"['toner', 'facewash', 'sunscreen']"
1,,5,5,dry,medium,3,10,['moisturizer']
6,8,0,2,OILY,brown,9,8,
4,5,7,8,OILY,fair,7,2,['serum']
,0,10,,norml, DARK,,,['toner']
